"firstname","lastname","university","university_shortname","university_city","function","organization","organization_sector"
"Urs Peter","Mosimann","Uni Bern","UBE","Bern","NA","Stiftung Diaconis Bern","Pharma & health"
"Thomas","Mountford","ETH Lausanne","EPF","Lausanne","Visit to UFRJ Rio Brésil","UFRJ","Education & research"
"Christoph","Müller","Uni Bern","UBE","Bern","NA","Stiftung für klinisch-experimentelle Tumorforschung Bern","Education & research"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Aufsichtsratsvorsitzender","Promerit Holding AG","Consulting, public relations, legal & trust"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Beirat","MÖRK GmbH & Co. KG, Leonberg","Commerce, trade & services"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Expertenjury Startfeld und Vorjury","Startfeld Diamant","Commerce, trade & services"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Externer Moderator Projekt Gründerhochschule Exist IV","Hochschule Esslingen","Education & research"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Fachbeirat","Clairfield International GmbH, Frankfurt/Main","Consulting, public relations, legal & trust"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Geschäftsführender Gesellschafter","UEC gemeinnützige GmbH","Education & research"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Präsidium","Förderkreis Gründungsforschung FGF e.V.","Education & research"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Memo St.Gallen GmbH","Consulting, public relations, legal & trust"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Promerit Management Consulting AG","Consulting, public relations, legal & trust"
"Christoph A.","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Virtuell Bau Holding, St.Gallen","Commerce, trade & services"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Fluglehrer","Fliegerschule St.Gallen-Altenrhein","Energy, environment & mobility"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Seniorpartner","Rechtsanwaltskanzlei ME Advocat AG","Consulting, public relations, legal & trust"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Titularprofessor für Arbeitsrecht","Universität Bern","Education & research"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspitglied","BTV Leasing Schweiz AG","Financial industry & insurances"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Ebnat AG, Ebna","Industry, construction & agriculture"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","ME Advocat AG","Consulting, public relations, legal & trust"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Nussbaum Gruppe","Industry, construction & agriculture"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratspräsident","Peka Pinselfabrik AG","Industry, construction & agriculture"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratssekretär","Ricola Familienholding AG","Industry, construction & agriculture"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratsvizepräsident","Board Foundation","Education & research"
"Roland","Müller","Uni St. Gallen","USG","Saint Gallen","Verwaltungsratsvizepräsident","Finanzmarktaufsicht Liechtenstein","Politics, administration, justice system & security sector"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Herausgeber","M&A Review","Media & communication"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied der Jury","Peter Werhahn-Preis","Education & research"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied der Leitung","Verein Katholisches Akademikerhaus/Katholisches Studentenhaus","Society, Social, Culture & Sports"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied der Vor-und Hauptjury","St. Gallen Symposium","Education & research"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied des Aufsichtsrats","EGT AG","Energy, environment & mobility"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied des Stiftungsrates","Master of Law and Economics","Not classifiable"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied des Verwaltungsrats","Elbet AG","Industry, construction & agriculture"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied des Vorstandes","Schweizerische Gesellschaft für Organisation SGO","Education & research"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied im Herausgeberbeirat","Zeitschrift Die Unternehmung","Media & communication"
"Günter","Müller-Stewens","Uni St. Gallen","USG","Saint Gallen","Mitglied im Herausgeberbeirat","Zeitschrift für Management","Media & communication"
"Primus-Eugen","Mullis","Uni Bern","UBE","Bern","NA","Berner Diabetes Gesellschaft","Pharma & health"
"Primus-Eugen","Mullis","Uni Bern","UBE","Bern","NA","Berner Diabetes Stiftung","Pharma & health"
"Primus-Eugen","Mullis","Uni Bern","UBE","Bern","NA","Fondazione Ettore e Valeria Rossi","Society, Social, Culture & Sports"
"Simone","Munsch","Uni Freiburg","UFR","Fribourg","Forschungsrätin","Schweizerischer Nationalfonds (SNF)","Education & research"
"Simone","Munsch","Uni Freiburg","UFR","Fribourg","Präsidentin der Unabhängigen Fachkommission","Airport Casino Basel ","Commerce, trade & services"
"Simone","Munsch","Uni Freiburg","UFR","Fribourg","Vizepräsidentin","PsyKo","Politics, administration, justice system & security sector"
"Simone","Munsch","Uni Freiburg","UFR","Fribourg","Wissenschaftlicher Beriat des Zentrums für Psychotherapie","Universität Zürich","Education & research"
"Aurelio","Muttoni","ETH Lausanne","EPF","Lausanne","Membre du conseil d'administration et employé (taux d'activité 10%)","Muttoni et Fernàndez Ingénieurs Conseils SA, Ecublens","Commerce, trade & services"
"Aurelio","Muttoni","ETH Lausanne","EPF","Lausanne","Membre du Conseil d'administration et employé (taux d'activité 10%)","Lurati Muttoni Partner, Studio d'ingegneria SA, Mendrisio","Commerce, trade & services"
"Aurelio","Muttoni","ETH Lausanne","EPF","Lausanne","Membre du conseil de fondation","CEB Trust Fund, Genève","Education & research"
"Aurelio","Muttoni","ETH Lausanne","EPF","Lausanne","Membre du Présidium","Fédération Internationale du Béton, Lausanne","Commerce, trade & services"
"Felix","Naef","ETH Lausanne","EPF","Lausanne","Executive Board","SystemsX.ch","Technology"
"Felix","Naef","ETH Lausanne","EPF","Lausanne","Member of evaluation committee Advanced Postdoc Mobility","SNF","Education & research"
"Peter","Nagel","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Pro Entomologia, Naturhistorisches Museum, Basel","Society, Social, Culture & Sports"
"Tatsuya","Nakada","ETH Lausanne","EPF","Lausanne","Chair of a B-factory Programme Advisory Committee","High Energy Accelerator Organization, Tsukuba, Japan","Education & research"
"Tatsuya","Nakada","ETH Lausanne","EPF","Lausanne","Chair of the Scientific Advisory Committee","National Institute for Subatomic Physics, Amsterdam","Education & research"
"Tatsuya","Nakada","ETH Lausanne","EPF","Lausanne","Chair of the Scientific Committee (from September 2016)","INFN, Italie","Education & research"
"Tatsuya","Nakada","ETH Lausanne","EPF","Lausanne","Chair of the Scientific Policy Committee for the CERN Council","CERN, Genève","Education & research"
"Tatsuya","Nakada","ETH Lausanne","EPF","Lausanne","Editor of Journal of High Energy Physics","Springer-Verlag, Heidelberg, Germany","Media & communication"
"Tatsuya","Nakada","ETH Lausanne","EPF","Lausanne","Editor of Nuclear Physics B","Elsevier Publishing, Amsterdam","Education & research"
"Tatsuya","Nakada","ETH Lausanne","EPF","Lausanne","Member of the Scientific Advisory Committee for the Next Einstein Forum","African Institute for Mathematical Science, Cape Town, South Africa","Education & research"
"Tobias","Nef","Uni Bern","UBE","Bern","NA","Alterniity GmbH","Technology"
"Bradley","Nelson","ETH Zürich","ETH","Zurich","VR-Mandat","Aeon Scientific AG","Pharma & health"
"Bradley","Nelson","ETH Zürich","ETH","Zurich","VR-Mandat","Femtotools AG","Industry, construction & agriculture"
"Bradley","Nelson","ETH Zürich","ETH","Zurich","VR-Mandat","Magnebotix AG","Technology"
"Dario","Neri","ETH Zürich","ETH","Zurich","Mitarbeit in Projekt","Philochem AG","Technology"
"Dario","Neri","ETH Zürich","ETH","Zurich","VR-Mandat","Philogen S.P.A.","Pharma & health"
"Klaus","Neumann-Braun","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","Baimedia AG, Basel","Not classifiable"
"Georg","Nöldeke","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Basler Kantonalbank, Stiftung zur Förderung von Forschung und Unterricht, Basel","Education & research"
"Georg","Nöldeke","Uni Basel","UBA","Basel","Mitglied des Stiftungsrates","Speiser-Bär-Stiftung, Basel","Education & research"
"Lutz-Peter","Nolte","Uni Bern","UBE","Bern","NA","CCMT","Pharma & health"
"Lutz-Peter","Nolte","Uni Bern","UBE","Bern","NA","Medical Cluster","Pharma & health"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Campus Muristalden AG","Education & research"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Centre of Continuing Dental Education AG","Education & research"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Forschungsstiftung Genaxen","Education & research"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Genossenschaft basecamp4hightech (bc4ht)","Commerce, trade & services"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","innoBE AG","Consulting, public relations, legal & trust"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Stiftung für technologische Innovation - STI","Commerce, trade & services"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Stiftung Haus der Universität Bern","Education & research"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Stiftung Mensabetriebe der Universität Bern","Commerce, trade & services"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Stiftung Sozialkasse der Universität Bern","Society, Social, Culture & Sports"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Unitectra AG","Education & research"
"Daniel","Odermatt","Uni Bern","UBE","Bern","NA","Verein Berner Studentenlogierhäuser VBSL","Commerce, trade & services"
"Martin","Odersky","ETH Lausanne","EPF","Lausanne","Board-Observer (former Chairman)","Typesafe Sarl, Lausanne","Technology"
"Luca","Ortelli","ETH Lausanne","EPF","Lausanne","Participation à la Commission pour l'habilitation scientifique nationale","MIUR - Ministero Istruzione Università Ricerca","Education & research"
"Luca","Ortelli","ETH Lausanne","EPF","Lausanne","Participation, en tant que président, au Jury du concours d'architecture Campus RTS sur le site de EPFL","RTS - Radio Télévision Suisse","Media & communication"
"Luca","Ortelli","ETH Lausanne","EPF","Lausanne","Participation, en tant que vice-président, au Jury du concours d'architecture Vergers à Meyrin","Coopératives Codha et Voisinage - Genève","Commerce, trade & services"
"Daniel","Oyon","Uni Lausanne","ULA","Lausanne","Mandat","Académie internationale des sciences et technique du sport","Education & research"
"Daniel","Oyon","Uni Lausanne","ULA","Lausanne","Mandat","Autorité fédérale de surveillance en matière de révision","Commerce, trade & services"
"Daniel","Oyon","Uni Lausanne","ULA","Lausanne","Mandat","Etablissement Cantonal d'Assurance","Society, Social, Culture & Sports"
"Jànos","Pach","ETH Lausanne","EPF","Lausanne","Editor-in-chief of Discrete & Computational Geometry (pays a stipend)","Springer-Verlag, New York","Media & communication"
"Mario","Paolone","ETH Lausanne","EPF","Lausanne","Editor in Chief of the international journal Sustainable Energy, Grids and Networks","Elsevier Ltd, UK","Education & research"
"Mario","Paolone","ETH Lausanne","EPF","Lausanne","Evaluation of the candidates for the Professorship/Associate professorship, Dept of Electric Power Eng","Norwegian University of Science and Technology, Norway","Education & research"
"Mario","Paolone","ETH Lausanne","EPF","Lausanne","Lecture for the Post-graduate program Progettazione di Impianti Oil&Gas","University of Bologna, Italy","Education & research"
"Ioannis","Papadopoulos","Uni Lausanne","ULA","Lausanne","Mandat","Schweizerischer Nationalfonds (SNF)","Education & research"
"Andreas","Papassotiropoulos","Uni Basel","UBA","Basel","Mitglied des Verwaltungsrates","GeneGuide AG, Basel","Technology"
"Marc","Parlange","ETH Lausanne","EPF","Lausanne","Dean and Prof. Faculté Applied Sciences","Leave at UBC","Education & research"
"Mark","Pauly","ETH Lausanne","EPF","Lausanne","Member of the board","Faceshift AG, Zurich","Technology"
"Andreas","Pautz","ETH Lausanne","EPF","Lausanne","Member of review panel of a Helmoltz Program","Helmholtz Society of German Research Centers, Berlin","Education & research"
"Dominique","Perrault","ETH Lausanne","EPF","Lausanne","Architecture & gestion de projets","Dominique Perrault Libérale c/o Architram, Renens","Industry, construction & agriculture"
"Dominique","Perrault","ETH Lausanne","EPF","Lausanne","Architecture & gestion de projets","SA Dominique Perrault Architecture, Chatelaine","Industry, construction & agriculture"
"Walter","Perrig","Uni Bern","UBE","Bern","NA","Rochester Bern Foundation Board","Education & research"
"Walter","Perrig","Uni Bern","UBE","Bern","NA","Seniorenuniversität Bern","Education & research"
"Bertrand","Perrin","Uni Freiburg","UFR","Fribourg","Ersatzmitglied für das Obergericht","Kanton Bern","Politics, administration, justice system & security sector"
"Bertrand","Perrin","Uni Freiburg","UFR","Fribourg","Rechtsberater","Selbstständig","Not classifiable"
"Hans Jörg","Peter","Uni Lausanne","ULA","Lausanne","Mandat","Une administration de faillite non spécifié","Media & communication"
"Georg","Pfleiderer","Uni Basel","UBA","Basel","Präsident","Eidgenössische Ethikkommission für Biotechnologie (EKAH)","Politics, administration, justice system & security sector"
"Pascal","Pichonnaz","Uni Freiburg","UFR","Fribourg","Gutachter","Selbstständig","Not classifiable"
"Pascal","Pichonnaz","Uni Freiburg","UFR","Fribourg","Schiedsrichter","Handelsschiedsgericht","Politics, administration, justice system & security sector"
"Pascal","Pichonnaz","Uni Freiburg","UFR","Fribourg","Vize-Präsident","EKK (Eidgenössische Konsumenten Kommission)","Politics, administration, justice system & security sector"
"Mark","Pieth","Uni Basel","UBA","Basel","Präsident des Stiftungsrates","Basel Institute on Governance","Politics, administration, justice system & security sector"
"Yves","Pigneur","Uni Lausanne","ULA","Lausanne","NA","Activités académiques","Education & research"
"Denis","Piotet","Uni Lausanne","ULA","Lausanne","Mandat","Chancellerie non spécifié","Politics, administration, justice system & security sector"
"Fernando","Porte Agel","ETH Lausanne","EPF","Lausanne","Consulting work","Qatar fondation","Education & research"
"Alexandre","Pouget","Uni Genf","UGE","Geneva","Membre du Scientific Advisory Board","NERF (Leuwen)","Pharma & health"
"Dimos","Poulikakos","ETH Zürich","ETH","Zurich","VR-Mandat","Hylomorph AG","Pharma & health"
"Dimos","Poulikakos","ETH Zürich","ETH","Zurich","VR-Mandat","Scrona AG","Industry, construction & agriculture"
"Demetri","Psaltis","ETH Lausanne","EPF","Lausanne","Board Member","SPIE (Society)","Education & research"
